"regions","indicators","price-type","economic-activity-of-non-petrol","institutional-sector","Unit","Date","Value"
"Oman","Relative share (%)","Current Prices","Public Administration & Defence","Total","%","2020","12.9"
"Oman","Relative share (%)","Current Prices","Education","Total","%","2010","4.3"
"Oman","Relative share (%)","Current Prices","Education","Total","%","2011","3.7"
"Oman","Relative share (%)","Current Prices","Education","Total","%","2012","3.7"
"Oman","Relative share (%)","Current Prices","Education","Total","%","2013","4"
"Oman","Relative share (%)","Current Prices","Education","Total","%","2014","5"
"Oman","Relative share (%)","Current Prices","Education","Total","%","2015","6"
"Oman","Relative share (%)","Current Prices","Education","Total","%","2016","6.3"
"Oman","Relative share (%)","Current Prices","Education","Total","%","2017","5.9"
"Oman","Relative share (%)","Current Prices","Education","Total","%","2018","4.9"
"Oman","Relative share (%)","Current Prices","Education","Total","%","2019","5.6"
"Oman","Relative share (%)","Current Prices","Education","Total","%","2020","7.3"
"Oman","Relative share (%)","Current Prices","Health","Total","%","2010","1.5"
"Oman","Relative share (%)","Current Prices","Health","Total","%","2011","1.3"
"Oman","Relative share (%)","Current Prices","Health","Total","%","2012","1.4"
"Oman","Relative share (%)","Current Prices","Health","Total","%","2013","1.6"
"Oman","Relative share (%)","Current Prices","Health","Total","%","2014","2.2"
"Oman","Relative share (%)","Current Prices","Health","Total","%","2015","2.8"
"Oman","Relative share (%)","Current Prices","Health","Total","%","2016","3"
"Oman","Relative share (%)","Current Prices","Health","Total","%","2017","2.9"
"Oman","Relative share (%)","Current Prices","Health","Total","%","2018","2.4"
"Oman","Relative share (%)","Current Prices","Health","Total","%","2019","2.6"
"Oman","Relative share (%)","Current Prices","Health","Total","%","2020","3.8"
"Oman","Relative share (%)","Current Prices","Other Community, Social and Personal Services","Total","%","2010","0.8"
"Oman","Relative share (%)","Current Prices","Other Community, Social and Personal Services","Total","%","2011","0.7"
"Oman","Relative share (%)","Current Prices","Other Community, Social and Personal Services","Total","%","2012","0.7"
"Oman","Relative share (%)","Current Prices","Other Community, Social and Personal Services","Total","%","2013","0.8"
"Oman","Relative share (%)","Current Prices","Other Community, Social and Personal Services","Total","%","2014","1"
"Oman","Relative share (%)","Current Prices","Other Community, Social and Personal Services","Total","%","2015","1.2"
"Oman","Relative share (%)","Current Prices","Other Community, Social and Personal Services","Total","%","2016","1.3"
"Oman","Relative share (%)","Current Prices","Other Community, Social and Personal Services","Total","%","2017","1.3"
"Oman","Relative share (%)","Current Prices","Other Community, Social and Personal Services","Total","%","2018","1.1"
"Oman","Relative share (%)","Current Prices","Other Community, Social and Personal Services","Total","%","2019","1.2"
"Oman","Relative share (%)","Current Prices","Other Community, Social and Personal Services","Total","%","2020","1.3"
"Oman","Relative share (%)","Current Prices","Private Household with Employed Persons","Total","%","2010","0.3"
"Oman","Relative share (%)","Current Prices","Private Household with Employed Persons","Total","%","2011","0.3"
"Oman","Relative share (%)","Current Prices","Private Household with Employed Persons","Total","%","2012","0.3"
"Oman","Relative share (%)","Current Prices","Private Household with Employed Persons","Total","%","2013","0.3"
"Oman","Relative share (%)","Current Prices","Private Household with Employed Persons","Total","%","2014","0.4"
"Oman","Relative share (%)","Current Prices","Private Household with Employed Persons","Total","%","2015","0.5"
"Oman","Relative share (%)","Current Prices","Private Household with Employed Persons","Total","%","2016","0.6"
"Oman","Relative share (%)","Current Prices","Private Household with Employed Persons","Total","%","2017","0.6"
"Oman","Relative share (%)","Current Prices","Private Household with Employed Persons","Total","%","2018","0.6"
"Oman","Relative share (%)","Current Prices","Private Household with Employed Persons","Total","%","2019","0.7"
"Oman","Relative share (%)","Current Prices","Private Household with Employed Persons","Total","%","2020","0.7"
"Oman","Relative share (%)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","%","2010","-1.9"
"Oman","Relative share (%)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","%","2011","-1.8"
"Oman","Relative share (%)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","%","2012","-1.8"
"Oman","Relative share (%)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","%","2013","-1.7"
"Oman","Relative share (%)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","%","2014","-1.8"
"Oman","Relative share (%)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","%","2015","-2.3"
"Oman","Relative share (%)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","%","2016","-2.6"
"Oman","Relative share (%)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","%","2017","-2.5"
"Oman","Relative share (%)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","%","2018","-2.2"
"Oman","Relative share (%)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","%","2019","-2.4"
"Oman","Relative share (%)","Current Prices","Financial Intermediation Services Indirectly Measured","Total","%","2020","-2.9"
"Oman","Relative share (%)","Current Prices","Taxes less Subsidies on prouduts","Total","%","2010","-2.6"
"Oman","Relative share (%)","Current Prices","Taxes less Subsidies on prouduts","Total","%","2011","-4.5"
"Oman","Relative share (%)","Current Prices","Taxes less Subsidies on prouduts","Total","%","2012","-4.3"
"Oman","Relative share (%)","Current Prices","Taxes less Subsidies on prouduts","Total","%","2013","-4.1"
"Oman","Relative share (%)","Current Prices","Taxes less Subsidies on prouduts","Total","%","2014","-3.7"
"Oman","Relative share (%)","Current Prices","Taxes less Subsidies on prouduts","Total","%","2015","-2.7"
"Oman","Relative share (%)","Current Prices","Taxes less Subsidies on prouduts","Total","%","2016","-0.7"
"Oman","Relative share (%)","Current Prices","Taxes less Subsidies on prouduts","Total","%","2017","-1.1"
"Oman","Relative share (%)","Current Prices","Taxes less Subsidies on prouduts","Total","%","2018","-1"
"Oman","Relative share (%)","Current Prices","Taxes less Subsidies on prouduts","Total","%","2019","-1.6"
"Oman","Relative share (%)","Current Prices","Taxes less Subsidies on prouduts","Total","%","2020","-1.9"
"Oman","Relative share (%)","Constant Prices","Total Petroleum Activities","Total","%","2010","37.8"
"Oman","Relative share (%)","Constant Prices","Total Petroleum Activities","Total","%","2011","37.4"
"Oman","Relative share (%)","Constant Prices","Total Petroleum Activities","Total","%","2012","35.7"
"Oman","Relative share (%)","Constant Prices","Total Petroleum Activities","Total","%","2013","34.8"
"Oman","Relative share (%)","Constant Prices","Total Petroleum Activities","Total","%","2014","33.5"
"Oman","Relative share (%)","Constant Prices","Total Petroleum Activities","Total","%","2015","33.4"
"Oman","Relative share (%)","Constant Prices","Total Petroleum Activities","Total","%","2016","32.9"
"Oman","Relative share (%)","Constant Prices","Total Petroleum Activities","Total","%","2017","32"
"Oman","Relative share (%)","Constant Prices","Total Petroleum Activities","Total","%","2018","32.5"
"Oman","Relative share (%)","Constant Prices","Total Petroleum Activities","Total","%","2019","32"
"Oman","Relative share (%)","Constant Prices","Total Petroleum Activities","Total","%","2020","32.3"
"Oman","Relative share (%)","Constant Prices","Crude Petroleum","Total","%","2010","32.9"
"Oman","Relative share (%)","Constant Prices","Crude Petroleum","Total","%","2011","32.6"
"Oman","Relative share (%)","Constant Prices","Crude Petroleum","Total","%","2012","31.2"
"Oman","Relative share (%)","Constant Prices","Crude Petroleum","Total","%","2013","30.1"
"Oman","Relative share (%)","Constant Prices","Crude Petroleum","Total","%","2014","29.4"
"Oman","Relative share (%)","Constant Prices","Crude Petroleum","Total","%","2015","29.4"
"Oman","Relative share (%)","Constant Prices","Crude Petroleum","Total","%","2016","29"
"Oman","Relative share (%)","Constant Prices","Crude Petroleum","Total","%","2017","28"
"Oman","Relative share (%)","Constant Prices","Crude Petroleum","Total","%","2018","27.9"
"Oman","Relative share (%)","Constant Prices","Crude Petroleum","Total","%","2019","27.4"
"Oman","Relative share (%)","Constant Prices","Crude Petroleum","Total","%","2020","27.6"
"Oman","Relative share (%)","Constant Prices","Natural Gas","Total","%","2010","4.9"
"Oman","Relative share (%)","Constant Prices","Natural Gas","Total","%","2011","4.8"
"Oman","Relative share (%)","Constant Prices","Natural Gas","Total","%","2012","4.5"
"Oman","Relative share (%)","Constant Prices","Natural Gas","Total","%","2013","4.7"
"Oman","Relative share (%)","Constant Prices","Natural Gas","Total","%","2014","4.1"
"Oman","Relative share (%)","Constant Prices","Natural Gas","Total","%","2015","4"
"Oman","Relative share (%)","Constant Prices","Natural Gas","Total","%","2016","4"
"Oman","Relative share (%)","Constant Prices","Natural Gas","Total","%","2017","4"
"Oman","Relative share (%)","Constant Prices","Natural Gas","Total","%","2018","4.6"
"Oman","Relative share (%)","Constant Prices","Natural Gas","Total","%","2019","4.7"
"Oman","Relative share (%)","Constant Prices","Natural Gas","Total","%","2020","4.7"
"Oman","Relative share (%)","Constant Prices","Total Non Petroleum Activities","Total","%","2010","65.2"
"Oman","Relative share (%)","Constant Prices","Total Non Petroleum Activities","Total","%","2011","65.9"
"Oman","Relative share (%)","Constant Prices","Total Non Petroleum Activities","Total","%","2012","67.6"
"Oman","Relative share (%)","Constant Prices","Total Non Petroleum Activities","Total","%","2013","68.5"
"Oman","Relative share (%)","Constant Prices","Total Non Petroleum Activities","Total","%","2014","70.1"
"Oman","Relative share (%)","Constant Prices","Total Non Petroleum Activities","Total","%","2015","70.5"
"Oman","Relative share (%)","Constant Prices","Total Non Petroleum Activities","Total","%","2016","70.6"
"Oman","Relative share (%)","Constant Prices","Total Non Petroleum Activities","Total","%","2017","71.6"
"Oman","Relative share (%)","Constant Prices","Total Non Petroleum Activities","Total","%","2018","70.8"
"Oman","Relative share (%)","Constant Prices","Total Non Petroleum Activities","Total","%","2019","71.4"
"Oman","Relative share (%)","Constant Prices","Total Non Petroleum Activities","Total","%","2020","70.8"
"Oman","Relative share (%)","Constant Prices","Agriculture & Forestry & Fishing","Total","%","2010","1.1"
"Oman","Relative share (%)","Constant Prices","Agriculture & Forestry & Fishing","Total","%","2011","1.1"
"Oman","Relative share (%)","Constant Prices","Agriculture & Forestry & Fishing","Total","%","2012","1"
"Oman","Relative share (%)","Constant Prices","Agriculture & Forestry & Fishing","Total","%","2013","1.1"
"Oman","Relative share (%)","Constant Prices","Agriculture & Forestry & Fishing","Total","%","2014","1.1"
"Oman","Relative share (%)","Constant Prices","Agriculture & Forestry & Fishing","Total","%","2015","1.4"
"Oman","Relative share (%)","Constant Prices","Agriculture & Forestry & Fishing","Total","%","2016","1.5"
"Oman","Relative share (%)","Constant Prices","Agriculture & Forestry & Fishing","Total","%","2017","1.5"
"Oman","Relative share (%)","Constant Prices","Agriculture & Forestry & Fishing","Total","%","2018","1.9"
"Oman","Relative share (%)","Constant Prices","Agriculture & Forestry & Fishing","Total","%","2019","2"
"Oman","Relative share (%)","Constant Prices","Agriculture & Forestry & Fishing","Total","%","2020","2.3"
"Oman","Relative share (%)","Constant Prices","Agriculture","Total","%","2010","0.9"
"Oman","Relative share (%)","Constant Prices","Agriculture","Total","%","2011","0.8"
"Oman","Relative share (%)","Constant Prices","Agriculture","Total","%","2012","0.7"
"Oman","Relative share (%)","Constant Prices","Agriculture","Total","%","2013","0.8"
"Oman","Relative share (%)","Constant Prices","Agriculture","Total","%","2014","0.8"
"Oman","Relative share (%)","Constant Prices","Agriculture","Total","%","2015","1.1"
"Oman","Relative share (%)","Constant Prices","Agriculture","Total","%","2016","1.1"
"Oman","Relative share (%)","Constant Prices","Agriculture","Total","%","2017","1.1"
"Oman","Relative share (%)","Constant Prices","Agriculture","Total","%","2018","1.2"
"Oman","Relative share (%)","Constant Prices","Agriculture","Total","%","2019","1.2"
"Oman","Relative share (%)","Constant Prices","Agriculture","Total","%","2020","1.3"
"Oman","Relative share (%)","Constant Prices","Fishing","Total","%","2010","0.3"
"Oman","Relative share (%)","Constant Prices","Fishing","Total","%","2011","0.3"
"Oman","Relative share (%)","Constant Prices","Fishing","Total","%","2012","0.3"
"Oman","Relative share (%)","Constant Prices","Fishing","Total","%","2013","0.3"
"Oman","Relative share (%)","Constant Prices","Fishing","Total","%","2014","0.3"
"Oman","Relative share (%)","Constant Prices","Fishing","Total","%","2015","0.3"
"Oman","Relative share (%)","Constant Prices","Fishing","Total","%","2016","0.3"
"Oman","Relative share (%)","Constant Prices","Fishing","Total","%","2017","0.4"
"Oman","Relative share (%)","Constant Prices","Fishing","Total","%","2018","0.7"
"Oman","Relative share (%)","Constant Prices","Fishing","Total","%","2019","0.7"
"Oman","Relative share (%)","Constant Prices","Fishing","Total","%","2020","1"
"Oman","Relative share (%)","Constant Prices","Industry Activities","Total","%","2010","21.9"
"Oman","Relative share (%)","Constant Prices","Industry Activities","Total","%","2011","21.4"
"Oman","Relative share (%)","Constant Prices","Industry Activities","Total","%","2012","21.7"
"Oman","Relative share (%)","Constant Prices","Industry Activities","Total","%","2013","21.5"
"Oman","Relative share (%)","Constant Prices","Industry Activities","Total","%","2014","21.4"
"Oman","Relative share (%)","Constant Prices","Industry Activities","Total","%","2015","21.9"
"Oman","Relative share (%)","Constant Prices","Industry Activities","Total","%","2016","22.8"
"Oman","Relative share (%)","Constant Prices","Industry Activities","Total","%","2017","22.4"
"Oman","Relative share (%)","Constant Prices","Industry Activities","Total","%","2018","21.4"
"Oman","Relative share (%)","Constant Prices","Industry Activities","Total","%","2019","21.2"
"Oman","Relative share (%)","Constant Prices","Industry Activities","Total","%","2020","21.1"
"Oman","Relative share (%)","Constant Prices","Services Activities","Total","%","2010","42.1"
"Oman","Relative share (%)","Constant Prices","Services Activities","Total","%","2011","43.5"
"Oman","Relative share (%)","Constant Prices","Services Activities","Total","%","2012","44.9"
"Oman","Relative share (%)","Constant Prices","Services Activities","Total","%","2013","45.9"
"Oman","Relative share (%)","Constant Prices","Services Activities","Total","%","2014","47.6"
"Oman","Relative share (%)","Constant Prices","Services Activities","Total","%","2015","47.2"
"Oman","Relative share (%)","Constant Prices","Services Activities","Total","%","2016","46.4"
"Oman","Relative share (%)","Constant Prices","Services Activities","Total","%","2017","47.7"
"Oman","Relative share (%)","Constant Prices","Services Activities","Total","%","2018","47.5"
"Oman","Relative share (%)","Constant Prices","Services Activities","Total","%","2019","48.2"
"Oman","Relative share (%)","Constant Prices","Services Activities","Total","%","2020","47.4"
"Oman","Relative share (%)","Constant Prices","Mining and Quarrying","Total","%","2010","0.6"
"Oman","Relative share (%)","Constant Prices","Mining and Quarrying","Total","%","2011","0.6"
"Oman","Relative share (%)","Constant Prices","Mining and Quarrying","Total","%","2012","0.6"
"Oman","Relative share (%)","Constant Prices","Mining and Quarrying","Total","%","2013","0.5"
"Oman","Relative share (%)","Constant Prices","Mining and Quarrying","Total","%","2014","0.6"
"Oman","Relative share (%)","Constant Prices","Mining and Quarrying","Total","%","2015","0.7"
"Oman","Relative share (%)","Constant Prices","Mining and Quarrying","Total","%","2016","0.7"
"Oman","Relative share (%)","Constant Prices","Mining and Quarrying","Total","%","2017","0.8"
"Oman","Relative share (%)","Constant Prices","Mining and Quarrying","Total","%","2018","0.8"
"Oman","Relative share (%)","Constant Prices","Mining and Quarrying","Total","%","2019","0.8"
"Oman","Relative share (%)","Constant Prices","Mining and Quarrying","Total","%","2020","0.7"
"Oman","Relative share (%)","Constant Prices","Manufacturing","Total","%","2010","10"
"Oman","Relative share (%)","Constant Prices","Manufacturing","Total","%","2011","9.6"
"Oman","Relative share (%)","Constant Prices","Manufacturing","Total","%","2012","9"
"Oman","Relative share (%)","Constant Prices","Manufacturing","Total","%","2013","9"
"Oman","Relative share (%)","Constant Prices","Manufacturing","Total","%","2014","8.5"
"Oman","Relative share (%)","Constant Prices","Manufacturing","Total","%","2015","8.6"
"Oman","Relative share (%)","Constant Prices","Manufacturing","Total","%","2016","8.5"
"Oman","Relative share (%)","Constant Prices","Manufacturing","Total","%","2017","8.5"
"Oman","Relative share (%)","Constant Prices","Manufacturing","Total","%","2018","9.1"
"Oman","Relative share (%)","Constant Prices","Manufacturing","Total","%","2019","9.1"
"Oman","Relative share (%)","Constant Prices","Manufacturing","Total","%","2020","9.8"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Refined Petroleum Products","Total","%","2010","0.3"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Refined Petroleum Products","Total","%","2011","0.4"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Refined Petroleum Products","Total","%","2012","0.3"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Refined Petroleum Products","Total","%","2013","0.3"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Refined Petroleum Products","Total","%","2014","0.3"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Refined Petroleum Products","Total","%","2015","0.3"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Refined Petroleum Products","Total","%","2016","0.3"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Refined Petroleum Products","Total","%","2017","0.4"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Refined Petroleum Products","Total","%","2018","0.4"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Refined Petroleum Products","Total","%","2019","0.4"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Refined Petroleum Products","Total","%","2020","0.4"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2010","3.6"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2011","3.6"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2012","3.2"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2013","3.1"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2014","2.9"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2015","2.9"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2016","2.8"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2017","3.1"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2018","3.5"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2019","3.9"
"Oman","Relative share (%)","Constant Prices","Manufacturing of Chemicals and Chemical Products","Total","%","2020","4.5"
"Oman","Relative share (%)","Constant Prices","Other Manufacturing","Total","%","2010","6.1"
"Oman","Relative share (%)","Constant Prices","Other Manufacturing","Total","%","2011","5.6"
"Oman","Relative share (%)","Constant Prices","Other Manufacturing","Total","%","2012","5.5"
"Oman","Relative share (%)","Constant Prices","Other Manufacturing","Total","%","2013","5.6"
"Oman","Relative share (%)","Constant Prices","Other Manufacturing","Total","%","2014","5.3"
"Oman","Relative share (%)","Constant Prices","Other Manufacturing","Total","%","2015","5.3"
"Oman","Relative share (%)","Constant Prices","Other Manufacturing","Total","%","2016","5.3"
"Oman","Relative share (%)","Constant Prices","Other Manufacturing","Total","%","2017","5.1"
"Oman","Relative share (%)","Constant Prices","Other Manufacturing","Total","%","2018","5.2"
"Oman","Relative share (%)","Constant Prices","Other Manufacturing","Total","%","2019","4.9"
"Oman","Relative share (%)","Constant Prices","Other Manufacturing","Total","%","2020","5"
"Oman","Relative share (%)","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2010","1.8"
"Oman","Relative share (%)","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2011","1.9"
"Oman","Relative share (%)","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2012","1.9"
"Oman","Relative share (%)","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2013","2.1"
"Oman","Relative share (%)","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2014","2.4"
"Oman","Relative share (%)","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2015","2.3"
"Oman","Relative share (%)","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2016","2.3"
"Oman","Relative share (%)","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2017","2.4"
"Oman","Relative share (%)","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2018","2.3"
"Oman","Relative share (%)","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2019","2.3"
"Oman","Relative share (%)","Constant Prices","Electricity and Water supply; sewerage, waste management and remediation activities","Total","%","2020","2.4"
"Oman","Relative share (%)","Constant Prices","Construction","Total","%","2010","9.5"
"Oman","Relative share (%)","Constant Prices","Construction","Total","%","2011","9.3"
"Oman","Relative share (%)","Constant Prices","Construction","Total","%","2012","10.2"
"Oman","Relative share (%)","Constant Prices","Construction","Total","%","2013","9.9"
"Oman","Relative share (%)","Constant Prices","Construction","Total","%","2014","9.9"
"Oman","Relative share (%)","Constant Prices","Construction","Total","%","2015","10.4"
"Oman","Relative share (%)","Constant Prices","Construction","Total","%","2016","11.3"
"Oman","Relative share (%)","Constant Prices","Construction","Total","%","2017","10.6"
"Oman","Relative share (%)","Constant Prices","Construction","Total","%","2018","9.3"
"Oman","Relative share (%)","Constant Prices","Construction","Total","%","2019","9.1"
"Oman","Relative share (%)","Constant Prices","Construction","Total","%","2020","8.2"
"Oman","Relative share (%)","Constant Prices","Wholesale and Retail Trade","Total","%","2010","8.6"
"Oman","Relative share (%)","Constant Prices","Wholesale and Retail Trade","Total","%","2011","8.6"
"Oman","Relative share (%)","Constant Prices","Wholesale and Retail Trade","Total","%","2012","8.9"
"Oman","Relative share (%)","Constant Prices","Wholesale and Retail Trade","Total","%","2013","8.7"
"Oman","Relative share (%)","Constant Prices","Wholesale and Retail Trade","Total","%","2014","8.6"
"Oman","Relative share (%)","Constant Prices","Wholesale and Retail Trade","Total","%","2015","8.6"
"Oman","Relative share (%)","Constant Prices","Wholesale and Retail Trade","Total","%","2016","8.6"
"Oman","Relative share (%)","Constant Prices","Wholesale and Retail Trade","Total","%","2017","8.8"
"Oman","Relative share (%)","Constant Prices","Wholesale and Retail Trade","Total","%","2018","8.3"
"Oman","Relative share (%)","Constant Prices","Wholesale and Retail Trade","Total","%","2019","8.4"
"Oman","Relative share (%)","Constant Prices","Wholesale and Retail Trade","Total","%","2020","8.1"
"Oman","Relative share (%)","Constant Prices","Transport, Storage","Total","%","2010","4.8"
"Oman","Relative share (%)","Constant Prices","Transport, Storage","Total","%","2011","5.1"
"Oman","Relative share (%)","Constant Prices","Transport, Storage","Total","%","2012","5.1"
"Oman","Relative share (%)","Constant Prices","Transport, Storage","Total","%","2013","5"
"Oman","Relative share (%)","Constant Prices","Transport, Storage","Total","%","2014","5.4"
"Oman","Relative share (%)","Constant Prices","Transport, Storage","Total","%","2015","5.2"
"Oman","Relative share (%)","Constant Prices","Transport, Storage","Total","%","2016","4.6"
"Oman","Relative share (%)","Constant Prices","Transport, Storage","Total","%","2017","5.3"
"Oman","Relative share (%)","Constant Prices","Transport, Storage","Total","%","2018","5.2"
"Oman","Relative share (%)","Constant Prices","Transport, Storage","Total","%","2019","4.8"
"Oman","Relative share (%)","Constant Prices","Transport, Storage","Total","%","2020","4.2"
"Oman","Relative share (%)","Constant Prices","Hotels and Restaurants","Total","%","2010","1.6"
"Oman","Relative share (%)","Constant Prices","Hotels and Restaurants","Total","%","2011","1.5"
"Oman","Relative share (%)","Constant Prices","Hotels and Restaurants","Total","%","2012","1.6"
"Oman","Relative share (%)","Constant Prices","Hotels and Restaurants","Total","%","2013","1.6"
"Oman","Relative share (%)","Constant Prices","Hotels and Restaurants","Total","%","2014","1.7"
"Oman","Relative share (%)","Constant Prices","Hotels and Restaurants","Total","%","2015","1.8"
"Oman","Relative share (%)","Constant Prices","Hotels and Restaurants","Total","%","2016","1.9"
"Oman","Relative share (%)","Constant Prices","Hotels and Restaurants","Total","%","2017","1.8"
"Oman","Relative share (%)","Constant Prices","Hotels and Restaurants","Total","%","2018","1.8"
"Oman","Relative share (%)","Constant Prices","Hotels and Restaurants","Total","%","2019","2.1"
"Oman","Relative share (%)","Constant Prices","Hotels and Restaurants","Total","%","2020","1.2"
"Oman","Relative share (%)","Constant Prices","Telecommunications and Information service activities","Total","%","2010","1.7"
"Oman","Relative share (%)","Constant Prices","Telecommunications and Information service activities","Total","%","2011","1.7"
"Oman","Relative share (%)","Constant Prices","Telecommunications and Information service activities","Total","%","2012","1.7"
"Oman","Relative share (%)","Constant Prices","Telecommunications and Information service activities","Total","%","2013","1.7"
"Oman","Relative share (%)","Constant Prices","Telecommunications and Information service activities","Total","%","2014","1.9"
"Oman","Relative share (%)","Constant Prices","Telecommunications and Information service activities","Total","%","2015","1.9"
"Oman","Relative share (%)","Constant Prices","Telecommunications and Information service activities","Total","%","2016","1.9"
"Oman","Relative share (%)","Constant Prices","Telecommunications and Information service activities","Total","%","2017","1.9"
"Oman","Relative share (%)","Constant Prices","Telecommunications and Information service activities","Total","%","2018","1.8"
"Oman","Relative share (%)","Constant Prices","Telecommunications and Information service activities","Total","%","2019","1.8"
"Oman","Relative share (%)","Constant Prices","Telecommunications and Information service activities","Total","%","2020","1.8"
"Oman","Relative share (%)","Constant Prices","Financial Intermediation","Total","%","2010","4.4"
"Oman","Relative share (%)","Constant Prices","Financial Intermediation","Total","%","2011","4.5"
"Oman","Relative share (%)","Constant Prices","Financial Intermediation","Total","%","2012","4.6"
"Oman","Relative share (%)","Constant Prices","Financial Intermediation","Total","%","2013","4.7"
"Oman","Relative share (%)","Constant Prices","Financial Intermediation","Total","%","2014","5.1"
"Oman","Relative share (%)","Constant Prices","Financial Intermediation","Total","%","2015","5.2"
"Oman","Relative share (%)","Constant Prices","Financial Intermediation","Total","%","2016","5.3"
"Oman","Relative share (%)","Constant Prices","Financial Intermediation","Total","%","2017","5.4"
"Oman","Relative share (%)","Constant Prices","Financial Intermediation","Total","%","2018","5.7"
"Oman","Relative share (%)","Constant Prices","Financial Intermediation","Total","%","2019","5.7"
"Oman","Relative share (%)","Constant Prices","Financial Intermediation","Total","%","2020","6"
"Oman","Relative share (%)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2010","5.7"
"Oman","Relative share (%)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2011","5.6"
"Oman","Relative share (%)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2012","5.3"
"Oman","Relative share (%)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2013","5.2"
"Oman","Relative share (%)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2014","5.2"
"Oman","Relative share (%)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2015","5.2"
"Oman","Relative share (%)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2016","5.1"
"Oman","Relative share (%)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2017","5.1"
"Oman","Relative share (%)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2018","5.4"
"Oman","Relative share (%)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2019","5.6"
"Oman","Relative share (%)","Constant Prices","Real estate, Professional and technical and Administrative service activities","Total","%","2020","5.7"
"Oman","Relative share (%)","Constant Prices","Public Administration & Defence","Total","%","2010","7.4"
"Oman","Relative share (%)","Constant Prices","Public Administration & Defence","Total","%","2011","8.5"
"Oman","Relative share (%)","Constant Prices","Public Administration & Defence","Total","%","2012","9.7"
"Oman","Relative share (%)","Constant Prices","Public Administration & Defence","Total","%","2013","10.2"
"Oman","Relative share (%)","Constant Prices","Public Administration & Defence","Total","%","2014","10.3"
"Oman","Relative share (%)","Constant Prices","Public Administration & Defence","Total","%","2015","10"
"Oman","Relative share (%)","Constant Prices","Public Administration & Defence","Total","%","2016","10"
"Oman","Relative share (%)","Constant Prices","Public Administration & Defence","Total","%","2017","10.3"
"Oman","Relative share (%)","Constant Prices","Public Administration & Defence","Total","%","2018","10.4"
