"region","indicator","station","networks","opwp-purchases","Unit","Date","Value"
"Oman","Installed Capacity Power (MW)","Maqshon","Total","Total","MW","2017","1.7"
"Oman","Installed Capacity Power (MW)","Maqshon","Total","Total","MW","2018","2.78"
"Oman","Installed Capacity Power (MW)","Maqshon","Total","Total","MW","2019","2.78"
"Oman","Installed Capacity Power (MW)","Maqshon","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Dahboon","Total","Total","MW","2012","2.5"
"Oman","Installed Capacity Power (MW)","Dahboon","Total","Total","MW","2013","2.4"
"Oman","Installed Capacity Power (MW)","Dahboon","Total","Total","MW","2014","2.4"
"Oman","Installed Capacity Power (MW)","Dahboon","Total","Total","MW","2015","3.4"
"Oman","Installed Capacity Power (MW)","Dahboon","Total","Total","MW","2016","2.4"
"Oman","Installed Capacity Power (MW)","Dahboon","Total","Total","MW","2017","3.7"
"Oman","Installed Capacity Power (MW)","Dahboon","Total","Total","MW","2018","4.379"
"Oman","Installed Capacity Power (MW)","Dahboon","Total","Total","MW","2019","4.379"
"Oman","Installed Capacity Power (MW)","Dahboon","Total","Total","MW","2020","4.4"
"Oman","Installed Capacity Power (MW)","Eyon","Total","Total","MW","2012","0.7"
"Oman","Installed Capacity Power (MW)","Eyon","Total","Total","MW","2013","0.7"
"Oman","Installed Capacity Power (MW)","Eyon","Total","Total","MW","2014","0.7"
"Oman","Installed Capacity Power (MW)","Eyon","Total","Total","MW","2015","0.7"
"Oman","Installed Capacity Power (MW)","Eyon","Total","Total","MW","2016","0.8"
"Oman","Installed Capacity Power (MW)","Eyon","Total","Total","MW","2017","0.7"
"Oman","Installed Capacity Power (MW)","Eyon","Total","Total","MW","2018","0.715"
"Oman","Installed Capacity Power (MW)","Eyon","Total","Total","MW","2019","1.2"
"Oman","Installed Capacity Power (MW)","Eyon","Total","Total","MW","2020","1.2"
"Oman","Installed Capacity Power (MW)","Tosnat","Total","Total","MW","2012","0.9"
"Oman","Installed Capacity Power (MW)","Tosnat","Total","Total","MW","2013","1.4"
"Oman","Installed Capacity Power (MW)","Tosnat","Total","Total","MW","2014","0.9"
"Oman","Installed Capacity Power (MW)","Tosnat","Total","Total","MW","2015","0.9"
"Oman","Installed Capacity Power (MW)","Tosnat","Total","Total","MW","2016","0.9"
"Oman","Installed Capacity Power (MW)","Tosnat","Total","Total","MW","2017","1.1"
"Oman","Installed Capacity Power (MW)","Tosnat","Total","Total","MW","2018","1.17"
"Oman","Installed Capacity Power (MW)","Tosnat","Total","Total","MW","2019","1.17"
"Oman","Installed Capacity Power (MW)","Tosnat","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Mithan","Total","Total","MW","2012","1"
"Oman","Installed Capacity Power (MW)","Mithan","Total","Total","MW","2013","1.9"
"Oman","Installed Capacity Power (MW)","Mithan","Total","Total","MW","2014","1.9"
"Oman","Installed Capacity Power (MW)","Mithan","Total","Total","MW","2015","2.2"
"Oman","Installed Capacity Power (MW)","Mithan","Total","Total","MW","2016","2.2"
"Oman","Installed Capacity Power (MW)","Mithan","Total","Total","MW","2017","3.2"
"Oman","Installed Capacity Power (MW)","Mithan","Total","Total","MW","2018","2.887"
"Oman","Installed Capacity Power (MW)","Mithan","Total","Total","MW","2019","3.4"
"Oman","Installed Capacity Power (MW)","Mithan","Total","Total","MW","2020","3.4"
"Oman","Installed Capacity Power (MW)","Ayboot 1","Total","Total","MW","2013","0"
"Oman","Installed Capacity Power (MW)","Ayboot 1","Total","Total","MW","2014","0"
"Oman","Installed Capacity Power (MW)","Ayboot 1","Total","Total","MW","2015","0"
"Oman","Installed Capacity Power (MW)","Ayboot 1","Total","Total","MW","2016","0"
"Oman","Installed Capacity Power (MW)","Ayboot 1","Total","Total","MW","2017","0"
"Oman","Installed Capacity Power (MW)","Ayboot 1","Total","Total","MW","2018","0"
"Oman","Installed Capacity Power (MW)","Ayboot 1","Total","Total","MW","2019","0"
"Oman","Installed Capacity Power (MW)","Ayboot 1","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Ayboot 2","Total","Total","MW","2013","0"
"Oman","Installed Capacity Power (MW)","Ayboot 2","Total","Total","MW","2014","0"
"Oman","Installed Capacity Power (MW)","Ayboot 2","Total","Total","MW","2015","0"
"Oman","Installed Capacity Power (MW)","Ayboot 2","Total","Total","MW","2016","0"
"Oman","Installed Capacity Power (MW)","Ayboot 2","Total","Total","MW","2017","0"
"Oman","Installed Capacity Power (MW)","Ayboot 2","Total","Total","MW","2018","0"
"Oman","Installed Capacity Power (MW)","Ayboot 2","Total","Total","MW","2019","0"
"Oman","Installed Capacity Power (MW)","Ayboot 2","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Matahfah","Total","Total","MW","2012","0.4"
"Oman","Installed Capacity Power (MW)","Matahfah","Total","Total","MW","2013","0.7"
"Oman","Installed Capacity Power (MW)","Matahfah","Total","Total","MW","2014","0.4"
"Oman","Installed Capacity Power (MW)","Matahfah","Total","Total","MW","2015","0.7"
"Oman","Installed Capacity Power (MW)","Matahfah","Total","Total","MW","2016","0.7"
"Oman","Installed Capacity Power (MW)","Matahfah","Total","Total","MW","2017","0.6"
"Oman","Installed Capacity Power (MW)","Matahfah","Total","Total","MW","2018","0.7"
"Oman","Installed Capacity Power (MW)","Matahfah","Total","Total","MW","2019","0"
"Oman","Installed Capacity Power (MW)","Matahfah","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Horat","Total","Total","MW","2013","0"
"Oman","Installed Capacity Power (MW)","Horat","Total","Total","MW","2014","0"
"Oman","Installed Capacity Power (MW)","Horat","Total","Total","MW","2015","0"
"Oman","Installed Capacity Power (MW)","Horat","Total","Total","MW","2016","0"
"Oman","Installed Capacity Power (MW)","Horat","Total","Total","MW","2017","0"
"Oman","Installed Capacity Power (MW)","Horat","Total","Total","MW","2018","0"
"Oman","Installed Capacity Power (MW)","Horat","Total","Total","MW","2019","0"
"Oman","Installed Capacity Power (MW)","Horat","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Mahwis","Total","Total","MW","2012","0.4"
"Oman","Installed Capacity Power (MW)","Mahwis","Total","Total","MW","2013","0.4"
"Oman","Installed Capacity Power (MW)","Mahwis","Total","Total","MW","2014","0.4"
"Oman","Installed Capacity Power (MW)","Mahwis","Total","Total","MW","2015","0.4"
"Oman","Installed Capacity Power (MW)","Mahwis","Total","Total","MW","2016","0.4"
"Oman","Installed Capacity Power (MW)","Mahwis","Total","Total","MW","2017","0.9"
"Oman","Installed Capacity Power (MW)","Mahwis","Total","Total","MW","2018","0.872"
"Oman","Installed Capacity Power (MW)","Mahwis","Total","Total","MW","2019","0.4"
"Oman","Installed Capacity Power (MW)","Mahwis","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Fathkheet","Total","Total","MW","2012","0.5"
"Oman","Installed Capacity Power (MW)","Fathkheet","Total","Total","MW","2013","0.5"
"Oman","Installed Capacity Power (MW)","Fathkheet","Total","Total","MW","2014","0.5"
"Oman","Installed Capacity Power (MW)","Fathkheet","Total","Total","MW","2015","0.5"
"Oman","Installed Capacity Power (MW)","Fathkheet","Total","Total","MW","2016","0.6"
"Oman","Installed Capacity Power (MW)","Fathkheet","Total","Total","MW","2017","0.5"
"Oman","Installed Capacity Power (MW)","Fathkheet","Total","Total","MW","2018","0.822"
"Oman","Installed Capacity Power (MW)","Fathkheet","Total","Total","MW","2019","0.9"
"Oman","Installed Capacity Power (MW)","Fathkheet","Total","Total","MW","2020","0.9"
"Oman","Installed Capacity Power (MW)","Andat","Total","Total","MW","2012","0.8"
"Oman","Installed Capacity Power (MW)","Andat","Total","Total","MW","2013","1.2"
"Oman","Installed Capacity Power (MW)","Andat","Total","Total","MW","2014","0.8"
"Oman","Installed Capacity Power (MW)","Andat","Total","Total","MW","2015","1.5"
"Oman","Installed Capacity Power (MW)","Andat","Total","Total","MW","2016","1.5"
"Oman","Installed Capacity Power (MW)","Andat","Total","Total","MW","2017","2"
"Oman","Installed Capacity Power (MW)","Andat","Total","Total","MW","2018","2.012"
"Oman","Installed Capacity Power (MW)","Andat","Total","Total","MW","2019","2.012"
"Oman","Installed Capacity Power (MW)","Andat","Total","Total","MW","2020","2"
"Oman","Installed Capacity Power (MW)","Maturah","Total","Total","MW","2012","0.5"
"Oman","Installed Capacity Power (MW)","Maturah","Total","Total","MW","2013","0.6"
"Oman","Installed Capacity Power (MW)","Maturah","Total","Total","MW","2014","0.6"
"Oman","Installed Capacity Power (MW)","Maturah","Total","Total","MW","2015","1.1"
"Oman","Installed Capacity Power (MW)","Maturah","Total","Total","MW","2016","0.6"
"Oman","Installed Capacity Power (MW)","Maturah","Total","Total","MW","2017","2"
"Oman","Installed Capacity Power (MW)","Maturah","Total","Total","MW","2018","1.1"
"Oman","Installed Capacity Power (MW)","Maturah","Total","Total","MW","2019","1.1"
"Oman","Installed Capacity Power (MW)","Maturah","Total","Total","MW","2020","1.1"
"Oman","Installed Capacity Power (MW)","Fershat Qatbeet","Total","Total","MW","2018","10"
"Oman","Installed Capacity Power (MW)","Fershat Qatbeet","Total","Total","MW","2019","10"
"Oman","Installed Capacity Power (MW)","Fershat Qatbeet","Total","Total","MW","2020","5"
"Oman","Installed Capacity Power (MW)","Saih Al Kirat","Total","Total","MW","2012","20.5"
"Oman","Installed Capacity Power (MW)","Saih Al Kirat","Total","Total","MW","2013","20"
"Oman","Installed Capacity Power (MW)","Saih Al Kirat","Total","Total","MW","2014","32.4"
"Oman","Installed Capacity Power (MW)","Saih Al Kirat","Total","Total","MW","2015","16.2"
"Oman","Installed Capacity Power (MW)","Saih Al Kirat","Total","Total","MW","2016","48.7"
"Oman","Installed Capacity Power (MW)","Saih Al Kirat","Total","Total","MW","2017","48"
"Oman","Installed Capacity Power (MW)","Saih Al Kirat","Total","Total","MW","2018","48.702"
"Oman","Installed Capacity Power (MW)","Saih Al Kirat","Total","Total","MW","2019","48.702"
"Oman","Installed Capacity Power (MW)","Saih Al Kirat","Total","Total","MW","2020","48.7"
"Oman","Installed Capacity Power (MW)","Musandam","Total","Total","MW","2012","88.4"
"Oman","Installed Capacity Power (MW)","Musandam","Total","Total","MW","2013","88.3"
"Oman","Installed Capacity Power (MW)","Musandam","Total","Total","MW","2014","92.1"
"Oman","Installed Capacity Power (MW)","Musandam","Total","Total","MW","2015","79.1"
"Oman","Installed Capacity Power (MW)","Musandam","Total","Total","MW","2016","99.8"
"Oman","Installed Capacity Power (MW)","Musandam","Total","Total","MW","2017","103"
"Oman","Installed Capacity Power (MW)","Musandam","Total","Total","MW","2018","115.99"
"Oman","Installed Capacity Power (MW)","Musandam","Total","Total","MW","2019","97.29"
"Oman","Installed Capacity Power (MW)","Musandam","Total","Total","MW","2020","91.4"
"Oman","Installed Capacity Power (MW)","Khasab","Total","Total","MW","2012","57.7"
"Oman","Installed Capacity Power (MW)","Khasab","Total","Total","MW","2013","57.4"
"Oman","Installed Capacity Power (MW)","Khasab","Total","Total","MW","2014","57.4"
"Oman","Installed Capacity Power (MW)","Khasab","Total","Total","MW","2015","55.6"
"Oman","Installed Capacity Power (MW)","Khasab","Total","Total","MW","2016","66.1"
"Oman","Installed Capacity Power (MW)","Khasab","Total","Total","MW","2017","67.4"
"Oman","Installed Capacity Power (MW)","Khasab","Total","Total","MW","2018","79.59"
"Oman","Installed Capacity Power (MW)","Khasab","Total","Total","MW","2019","79.59"
"Oman","Installed Capacity Power (MW)","Khasab","Total","Total","MW","2020","79.6"
"Oman","Installed Capacity Power (MW)","Dibba","Total","Total","MW","2012","22"
"Oman","Installed Capacity Power (MW)","Dibba","Total","Total","MW","2013","22.5"
"Oman","Installed Capacity Power (MW)","Dibba","Total","Total","MW","2014","22"
"Oman","Installed Capacity Power (MW)","Dibba","Total","Total","MW","2015","13"
"Oman","Installed Capacity Power (MW)","Dibba","Total","Total","MW","2016","22"
"Oman","Installed Capacity Power (MW)","Dibba","Total","Total","MW","2017","23.4"
"Oman","Installed Capacity Power (MW)","Dibba","Total","Total","MW","2018","24.935"
"Oman","Installed Capacity Power (MW)","Dibba","Total","Total","MW","2019","5.935"
"Oman","Installed Capacity Power (MW)","Dibba","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Madha","Total","Total","MW","2012","7.4"
"Oman","Installed Capacity Power (MW)","Madha","Total","Total","MW","2013","7.5"
"Oman","Installed Capacity Power (MW)","Madha","Total","Total","MW","2014","12.3"
"Oman","Installed Capacity Power (MW)","Madha","Total","Total","MW","2015","10"
"Oman","Installed Capacity Power (MW)","Madha","Total","Total","MW","2016","11.2"
"Oman","Installed Capacity Power (MW)","Madha","Total","Total","MW","2017","11.3"
"Oman","Installed Capacity Power (MW)","Madha","Total","Total","MW","2018","11"
"Oman","Installed Capacity Power (MW)","Madha","Total","Total","MW","2019","11.3"
"Oman","Installed Capacity Power (MW)","Madha","Total","Total","MW","2020","11.3"
"Oman","Installed Capacity Power (MW)","Kamzar","Total","Total","MW","2012","0.9"
"Oman","Installed Capacity Power (MW)","Kamzar","Total","Total","MW","2013","0.9"
"Oman","Installed Capacity Power (MW)","Kamzar","Total","Total","MW","2014","0.5"
"Oman","Installed Capacity Power (MW)","Kamzar","Total","Total","MW","2015","0.5"
"Oman","Installed Capacity Power (MW)","Kamzar","Total","Total","MW","2016","0.5"
"Oman","Installed Capacity Power (MW)","Kamzar","Total","Total","MW","2017","0.9"
"Oman","Installed Capacity Power (MW)","Kamzar","Total","Total","MW","2018","0.465"
"Oman","Installed Capacity Power (MW)","Kamzar","Total","Total","MW","2019","0.465"
"Oman","Installed Capacity Power (MW)","Kamzar","Total","Total","MW","2020","0.5"
"Oman","Installed Capacity Power (MW)","Hajer Bani Houmed","Total","Total","MW","2012","0.2"
"Oman","Installed Capacity Power (MW)","Hajer Bani Houmed","Total","Total","MW","2013","0"
"Oman","Installed Capacity Power (MW)","Hajer Bani Houmed","Total","Total","MW","2014","0"
"Oman","Installed Capacity Power (MW)","Hajer Bani Houmed","Total","Total","MW","2015","0"
"Oman","Installed Capacity Power (MW)","Hajer Bani Houmed","Total","Total","MW","2016","0"
"Oman","Installed Capacity Power (MW)","Hajer Bani Houmed","Total","Total","MW","2017","0"
"Oman","Installed Capacity Power (MW)","Hajer Bani Houmed","Total","Total","MW","2018","0"
"Oman","Installed Capacity Power (MW)","Hajer Bani Houmed","Total","Total","MW","2019","0"
"Oman","Installed Capacity Power (MW)","Hajer Bani Houmed","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Shaisa","Total","Total","MW","2013","0"
"Oman","Installed Capacity Power (MW)","Shaisa","Total","Total","MW","2014","0"
"Oman","Installed Capacity Power (MW)","Shaisa","Total","Total","MW","2015","0"
"Oman","Installed Capacity Power (MW)","Shaisa","Total","Total","MW","2016","0"
"Oman","Installed Capacity Power (MW)","Shaisa","Total","Total","MW","2017","0"
"Oman","Installed Capacity Power (MW)","Shaisa","Total","Total","MW","2018","0"
"Oman","Installed Capacity Power (MW)","Shaisa","Total","Total","MW","2019","0"
"Oman","Installed Capacity Power (MW)","Shaisa","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Al Rouda","Total","Total","MW","2012","0.3"
"Oman","Installed Capacity Power (MW)","Al Rouda","Total","Total","MW","2013","0"
"Oman","Installed Capacity Power (MW)","Al Rouda","Total","Total","MW","2014","0"
"Oman","Installed Capacity Power (MW)","Al Rouda","Total","Total","MW","2015","0"
"Oman","Installed Capacity Power (MW)","Al Rouda","Total","Total","MW","2016","0"
"Oman","Installed Capacity Power (MW)","Al Rouda","Total","Total","MW","2017","0"
"Oman","Installed Capacity Power (MW)","Al Rouda","Total","Total","MW","2018","0"
"Oman","Installed Capacity Power (MW)","Al Rouda","Total","Total","MW","2019","0"
"Oman","Installed Capacity Power (MW)","Al Rouda","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Ad Dakhliyah","Total","Total","MW","2012","273"
"Oman","Installed Capacity Power (MW)","Ad Dakhliyah","Total","Total","MW","2013","273"
"Oman","Installed Capacity Power (MW)","Ad Dakhliyah","Total","Total","MW","2014","273"
"Oman","Installed Capacity Power (MW)","Ad Dakhliyah","Total","Total","MW","2015","264"
"Oman","Installed Capacity Power (MW)","Ad Dakhliyah","Total","Total","MW","2016","254"
"Oman","Installed Capacity Power (MW)","Ad Dakhliyah","Total","Total","MW","2017","264"
"Oman","Installed Capacity Power (MW)","Ad Dakhliyah","Total","Total","MW","2018","264"
"Oman","Installed Capacity Power (MW)","Ad Dakhliyah","Total","Total","MW","2019","264"
"Oman","Installed Capacity Power (MW)","Ad Dakhliyah","Total","Total","MW","2020","254"
"Oman","Installed Capacity Power (MW)","Manah","Total","Total","MW","2012","273"
"Oman","Installed Capacity Power (MW)","Manah","Total","Total","MW","2013","273"
"Oman","Installed Capacity Power (MW)","Manah","Total","Total","MW","2014","273"
"Oman","Installed Capacity Power (MW)","Manah","Total","Total","MW","2015","264"
"Oman","Installed Capacity Power (MW)","Manah","Total","Total","MW","2016","254"
"Oman","Installed Capacity Power (MW)","Manah","Total","Total","MW","2017","264"
"Oman","Installed Capacity Power (MW)","Manah","Total","Total","MW","2018","264"
"Oman","Installed Capacity Power (MW)","Manah","Total","Total","MW","2019","264"
"Oman","Installed Capacity Power (MW)","Manah","Total","Total","MW","2020","254"
"Oman","Installed Capacity Power (MW)","Al Batinah and Adh Dhahirah","Total","Total","MW","2012","3075.8"
"Oman","Installed Capacity Power (MW)","Al Batinah and Adh Dhahirah","Total","Total","MW","2013","3439.8"
"Oman","Installed Capacity Power (MW)","Al Batinah and Adh Dhahirah","Total","Total","MW","2014","3520.7"
"Oman","Installed Capacity Power (MW)","Al Batinah and Adh Dhahirah","Total","Total","MW","2015","3396.8"
"Oman","Installed Capacity Power (MW)","Al Batinah and Adh Dhahirah","Total","Total","MW","2016","3497.7"
"Oman","Installed Capacity Power (MW)","Al Batinah and Adh Dhahirah","Total","Total","MW","2017","3555.2"
"Oman","Installed Capacity Power (MW)","Al Batinah and Adh Dhahirah","Total","Total","MW","2018","3520.2"
"Oman","Installed Capacity Power (MW)","Al Batinah and Adh Dhahirah","Total","Total","MW","2019","3215.9"
"Oman","Installed Capacity Power (MW)","Al Batinah and Adh Dhahirah","Total","Total","MW","2020","3172.9"
"Oman","Installed Capacity Power (MW)","Masrouq","Total","Total","MW","2012","0.8"
"Oman","Installed Capacity Power (MW)","Masrouq","Total","Total","MW","2013","0.8"
"Oman","Installed Capacity Power (MW)","Masrouq","Total","Total","MW","2014","1.7"
"Oman","Installed Capacity Power (MW)","Masrouq","Total","Total","MW","2015","1.8"
"Oman","Installed Capacity Power (MW)","Masrouq","Total","Total","MW","2016","1.7"
"Oman","Installed Capacity Power (MW)","Masrouq","Total","Total","MW","2017","1.2"
"Oman","Installed Capacity Power (MW)","Masrouq","Total","Total","MW","2018","1.2"
"Oman","Installed Capacity Power (MW)","Masrouq","Total","Total","MW","2019","1.9"
"Oman","Installed Capacity Power (MW)","Masrouq","Total","Total","MW","2020","1.9"
"Oman","Installed Capacity Power (MW)","Barka","Total","Total","MW","2013","0"
"Oman","Installed Capacity Power (MW)","Barka","Total","Total","MW","2014","0"
"Oman","Installed Capacity Power (MW)","Barka","Total","Total","MW","2015","0"
"Oman","Installed Capacity Power (MW)","Barka","Total","Total","MW","2016","0"
"Oman","Installed Capacity Power (MW)","Barka","Total","Total","MW","2017","0"
"Oman","Installed Capacity Power (MW)","Barka","Total","Total","MW","2018","0"
"Oman","Installed Capacity Power (MW)","Barka","Total","Total","MW","2019","0"
"Oman","Installed Capacity Power (MW)","Barka","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Barka I","Total","Total","MW","2012","450"
"Oman","Installed Capacity Power (MW)","Barka I","Total","Total","MW","2013","435"
"Oman","Installed Capacity Power (MW)","Barka I","Total","Total","MW","2014","435"
"Oman","Installed Capacity Power (MW)","Barka I","Total","Total","MW","2015","435"
"Oman","Installed Capacity Power (MW)","Barka I","Total","Total","MW","2016","427"
"Oman","Installed Capacity Power (MW)","Barka I","Total","Total","MW","2017","435"
"Oman","Installed Capacity Power (MW)","Barka I","Total","Total","MW","2018","397"
"Oman","Installed Capacity Power (MW)","Barka I","Total","Total","MW","2019","397"
"Oman","Installed Capacity Power (MW)","Barka I","Total","Total","MW","2020","427"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2012","600"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2013","590"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2014","590"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2015","597"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2016","585"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2017","597"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2018","597"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2019","597"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2020","585"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2012","325"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2013","245"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2014","0"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2015","0"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2016","0"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2017","0"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2018","0"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2019","0"
"Oman","Installed Capacity Power (MW)","Sohar Power Plant","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Wadi Al-Jizzi","Total","Total","MW","2012","245"
"Oman","Installed Capacity Power (MW)","Wadi Al-Jizzi","Total","Total","MW","2013","325"
"Oman","Installed Capacity Power (MW)","Wadi Al-Jizzi","Total","Total","MW","2014","325"
"Oman","Installed Capacity Power (MW)","Wadi Al-Jizzi","Total","Total","MW","2015","167"
"Oman","Installed Capacity Power (MW)","Wadi Al-Jizzi","Total","Total","MW","2016","325"
"Oman","Installed Capacity Power (MW)","Wadi Al-Jizzi","Total","Total","MW","2017","326"
"Oman","Installed Capacity Power (MW)","Wadi Al-Jizzi","Total","Total","MW","2018","305"
"Oman","Installed Capacity Power (MW)","Wadi Al-Jizzi","Total","Total","MW","2019","0"
"Oman","Installed Capacity Power (MW)","Wadi Al-Jizzi","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Barka II","Total","Total","MW","2012","710"
"Oman","Installed Capacity Power (MW)","Barka II","Total","Total","MW","2013","679"
"Oman","Installed Capacity Power (MW)","Barka II","Total","Total","MW","2014","679"
"Oman","Installed Capacity Power (MW)","Barka II","Total","Total","MW","2015","688"
"Oman","Installed Capacity Power (MW)","Barka II","Total","Total","MW","2016","677"
"Oman","Installed Capacity Power (MW)","Barka II","Total","Total","MW","2017","688"
"Oman","Installed Capacity Power (MW)","Barka II","Total","Total","MW","2018","688"
"Oman","Installed Capacity Power (MW)","Barka II","Total","Total","MW","2019","688"
"Oman","Installed Capacity Power (MW)","Barka II","Total","Total","MW","2020","677"
"Oman","Installed Capacity Power (MW)","Barka III","Total","Total","MW","2012","495"
"Oman","Installed Capacity Power (MW)","Barka III","Total","Total","MW","2013","745"
"Oman","Installed Capacity Power (MW)","Barka III","Total","Total","MW","2014","745"
"Oman","Installed Capacity Power (MW)","Barka III","Total","Total","MW","2015","754"
"Oman","Installed Capacity Power (MW)","Barka III","Total","Total","MW","2016","741"
"Oman","Installed Capacity Power (MW)","Barka III","Total","Total","MW","2017","754"
"Oman","Installed Capacity Power (MW)","Barka III","Total","Total","MW","2018","766"
"Oman","Installed Capacity Power (MW)","Barka III","Total","Total","MW","2019","766"
"Oman","Installed Capacity Power (MW)","Barka III","Total","Total","MW","2020","741"
"Oman","Installed Capacity Power (MW)","Sohar II","Total","Total","MW","2012","495"
"Oman","Installed Capacity Power (MW)","Sohar II","Total","Total","MW","2013","745"
"Oman","Installed Capacity Power (MW)","Sohar II","Total","Total","MW","2014","745"
"Oman","Installed Capacity Power (MW)","Sohar II","Total","Total","MW","2015","754"
"Oman","Installed Capacity Power (MW)","Sohar II","Total","Total","MW","2016","741"
"Oman","Installed Capacity Power (MW)","Sohar II","Total","Total","MW","2017","754"
"Oman","Installed Capacity Power (MW)","Sohar II","Total","Total","MW","2018","766"
"Oman","Installed Capacity Power (MW)","Sohar II","Total","Total","MW","2019","766"
"Oman","Installed Capacity Power (MW)","Sohar II","Total","Total","MW","2020","741"
"Oman","Installed Capacity Power (MW)","Ash Sharqiyah","Total","Total","MW","2012","313.9"
"Oman","Installed Capacity Power (MW)","Ash Sharqiyah","Total","Total","MW","2013","735.3"
"Oman","Installed Capacity Power (MW)","Ash Sharqiyah","Total","Total","MW","2014","2302.3"
"Oman","Installed Capacity Power (MW)","Ash Sharqiyah","Total","Total","MW","2015","2285.8"
"Oman","Installed Capacity Power (MW)","Ash Sharqiyah","Total","Total","MW","2016","2291.9"
"Oman","Installed Capacity Power (MW)","Ash Sharqiyah","Total","Total","MW","2017","2278.4"
"Oman","Installed Capacity Power (MW)","Ash Sharqiyah","Total","Total","MW","2018","2370.819"
"Oman","Installed Capacity Power (MW)","Ash Sharqiyah","Total","Total","MW","2019","2365.8"
"Oman","Installed Capacity Power (MW)","Ash Sharqiyah","Total","Total","MW","2020","2365.8"
"Oman","Installed Capacity Power (MW)","Masirah","Total","Total","MW","2012","16.9"
"Oman","Installed Capacity Power (MW)","Masirah","Total","Total","MW","2013","20.3"
"Oman","Installed Capacity Power (MW)","Masirah","Total","Total","MW","2014","20.3"
"Oman","Installed Capacity Power (MW)","Masirah","Total","Total","MW","2015","13.8"
"Oman","Installed Capacity Power (MW)","Masirah","Total","Total","MW","2016","20.9"
"Oman","Installed Capacity Power (MW)","Masirah","Total","Total","MW","2017","22.4"
"Oman","Installed Capacity Power (MW)","Masirah","Total","Total","MW","2018","56.8"
"Oman","Installed Capacity Power (MW)","Masirah","Total","Total","MW","2019","56.8"
"Oman","Installed Capacity Power (MW)","Masirah","Total","Total","MW","2020","56.8"
"Oman","Installed Capacity Power (MW)","Sur","Total","Total","MW","2013","433"
"Oman","Installed Capacity Power (MW)","Sur","Total","Total","MW","2014","2000"
"Oman","Installed Capacity Power (MW)","Sur","Total","Total","MW","2015","1992"
"Oman","Installed Capacity Power (MW)","Sur","Total","Total","MW","2016","2000"
"Oman","Installed Capacity Power (MW)","Sur","Total","Total","MW","2017","1985"
"Oman","Installed Capacity Power (MW)","Sur","Total","Total","MW","2018","0"
"Oman","Installed Capacity Power (MW)","Sur","Total","Total","MW","2019","0"
"Oman","Installed Capacity Power (MW)","Sur","Total","Total","MW","2020","0"
"Oman","Installed Capacity Power (MW)","Sur IPP","Total","Total","MW","2018","2023"
"Oman","Installed Capacity Power (MW)","Sur IPP","Total","Total","MW","2019","2018"
"Oman","Installed Capacity Power (MW)","Sur IPP","Total","Total","MW","2020","2018"
"Oman","Installed Capacity Power (MW)","Al Kamil (central)","Total","Total","MW","2012","297"
"Oman","Installed Capacity Power (MW)","Al Kamil (central)","Total","Total","MW","2013","282"
"Oman","Installed Capacity Power (MW)","Al Kamil (central)","Total","Total","MW","2014","282"
"Oman","Installed Capacity Power (MW)","Al Kamil (central)","Total","Total","MW","2015","280"
"Oman","Installed Capacity Power (MW)","Al Kamil (central)","Total","Total","MW","2016","271"
